srcStateName,srcYear,srcMonth,GST ( Goods and Service Tax ) Return Type,Payer eligible for GST ( Goods and Service Tax ) registration,GST ( Goods and Service Tax ) Payers registered before due date,GST ( Goods and Service Tax ) Payers registered after due date,YearCode,Year,MonthCode,Month
Gujarat,2021-22,Feb-2022,GSTR-1,575700,524853,39994,2021,"Financial Year (Apr - Mar), 2021",202111,"February, 2022"
Puducherry,2021-22,Feb-2022,GSTR-1,17859,13964,2346,2021,"Financial Year (Apr - Mar), 2021",202111,"February, 2022"
Goa,2021-22,Feb-2022,GSTR-3,24769,14279,5500,2021,"Financial Year (Apr - Mar), 2021",202111,"February, 2022"
Manipur,2021-22,Feb-2022,GSTR-3,8869,4348,2722,2021,"Financial Year (Apr - Mar), 2021",202111,"February, 2022"
Himachal Pradesh,2021-22,Feb-2022,GSTR-3,44164,33834,8280,2021,"Financial Year (Apr - Mar), 2021",202111,"February, 2022"
Odisha,2021-22,Feb-2022,GSTR-3,156855,108930,37052,2021,"Financial Year (Apr - Mar), 2021",202111,"February, 2022"
Kerala,2021-22,Feb-2022,GSTR-1,270158,216817,31748,2021,"Financial Year (Apr - Mar), 2021",202111,"February, 2022"
Daman and Diu,2021-22,Feb-2022,GSTR-3,,,,2021,"Financial Year (Apr - Mar), 2021",202111,"February, 2022"
Rajasthan,2021-22,Feb-2022,GSTR-3,277009,209030,59416,2021,"Financial Year (Apr - Mar), 2021",202111,"February, 2022"
Assam,2021-22,Feb-2022,GSTR-1,117017,73221,25607,2021,"Financial Year (Apr - Mar), 2021",202111,"February, 2022"
Uttarakhand,2021-22,Feb-2022,GSTR-3,82359,57689,18381,2021,"Financial Year (Apr - Mar), 2021",202111,"February, 2022"
Kerala,2021-22,Jan-2022,GSTR-3,267796,199637,51833,2021,"Financial Year (Apr - Mar), 2021",202110,"January, 2022"
Puducherry,2021-22,Jan-2022,GSTR-1,17809,9308,7039,2021,"Financial Year (Apr - Mar), 2021",202110,"January, 2022"
Tamil Nadu,2021-22,Jan-2022,GSTR-1,867973,513197,290312,2021,"Financial Year (Apr - Mar), 2021",202110,"January, 2022"
Haryana,2021-22,Jan-2022,GSTR-3,264802,197663,49640,2021,"Financial Year (Apr - Mar), 2021",202110,"January, 2022"
Telangana,2021-22,Jan-2022,GSTR-3,341214,218445,73256,2021,"Financial Year (Apr - Mar), 2021",202110,"January, 2022"
Tamil Nadu,2021-22,Jan-2022,GSTR-3,867973,657564,160959,2021,"Financial Year (Apr - Mar), 2021",202110,"January, 2022"
Goa,2021-22,Jan-2022,GSTR-3,24471,14149,5574,2021,"Financial Year (Apr - Mar), 2021",202110,"January, 2022"
Arunachal Pradesh,2021-22,Jan-2022,GSTR-1,10391,2721,4430,2021,"Financial Year (Apr - Mar), 2021",202110,"January, 2022"
Puducherry,2021-22,Jan-2022,GSTR-3,17809,13146,3586,2021,"Financial Year (Apr - Mar), 2021",202110,"January, 2022"
Delhi,2021-22,Jan-2022,GSTR-1,402711,281921,91048,2021,"Financial Year (Apr - Mar), 2021",202110,"January, 2022"
Chandigarh,2021-22,Jan-2022,GSTR-3,15761,12920,2460,2021,"Financial Year (Apr - Mar), 2021",202110,"January, 2022"
Ladakh,2021-22,Jan-2022,GSTR-1,2226,664,1027,2021,"Financial Year (Apr - Mar), 2021",202110,"January, 2022"
Andaman and Nicobar Islands,2021-22,Jan-2022,GSTR-3,3256,2035,975,2021,"Financial Year (Apr - Mar), 2021",202110,"January, 2022"
Chhattisgarh,2021-22,Jan-2022,GSTR-1,72827,34552,29950,2021,"Financial Year (Apr - Mar), 2021",202110,"January, 2022"
Maharashtra,2021-22,Jan-2022,GSTR-1,783108,486298,238436,2021,"Financial Year (Apr - Mar), 2021",202110,"January, 2022"
Rajasthan,2021-22,Jan-2022,GSTR-1,270996,177207,78055,2021,"Financial Year (Apr - Mar), 2021",202110,"January, 2022"
Bihar,2021-22,Jan-2022,GSTR-3,265429,181607,47492,2021,"Financial Year (Apr - Mar), 2021",202110,"January, 2022"
Sikkim,2021-22,Jan-2022,GSTR-3,5837,3451,1199,2021,"Financial Year (Apr - Mar), 2021",202110,"January, 2022"
Jammu and Kashmir,2021-22,Jan-2022,GSTR-3,63719,50788,12795,2021,"Financial Year (Apr - Mar), 2021",202110,"January, 2022"
Arunachal Pradesh,2021-22,Jan-2022,GSTR-3,10391,5226,2381,2021,"Financial Year (Apr - Mar), 2021",202110,"January, 2022"
Ladakh,2021-22,Jan-2022,GSTR-3,2226,1453,565,2021,"Financial Year (Apr - Mar), 2021",202110,"January, 2022"
Daman and Diu,2021-22,Jan-2022,GSTR-1,0,0,0,2021,"Financial Year (Apr - Mar), 2021",202110,"January, 2022"
Nagaland,2021-22,Jan-2022,GSTR-3,5943,3758,1403,2021,"Financial Year (Apr - Mar), 2021",202110,"January, 2022"
Himachal Pradesh,2021-22,Jan-2022,GSTR-3,43808,33275,8402,2021,"Financial Year (Apr - Mar), 2021",202110,"January, 2022"
Telangana,2021-22,Jan-2022,GSTR-1,341214,148592,130587,2021,"Financial Year (Apr - Mar), 2021",202110,"January, 2022"
Karnataka,2021-22,Jan-2022,GSTR-1,633338,349065,227523,2021,"Financial Year (Apr - Mar), 2021",202110,"January, 2022"
Manipur,2021-22,Jan-2022,GSTR-3,8848,4317,2755,2021,"Financial Year (Apr - Mar), 2021",202110,"January, 2022"
Punjab,2021-22,Jan-2022,GSTR-3,161987,125305,25382,2021,"Financial Year (Apr - Mar), 2021",202110,"January, 2022"
Delhi,2021-22,Jan-2022,GSTR-3,402711,307643,69891,2021,"Financial Year (Apr - Mar), 2021",202110,"January, 2022"
Mizoram,2021-22,Jan-2022,GSTR-3,6017,3707,1092,2021,"Financial Year (Apr - Mar), 2021",202110,"January, 2022"
Uttarakhand,2021-22,Jan-2022,GSTR-3,81291,58292,17001,2021,"Financial Year (Apr - Mar), 2021",202110,"January, 2022"
Tripura,2021-22,Jan-2022,GSTR-3,18472,13689,2959,2021,"Financial Year (Apr - Mar), 2021",202110,"January, 2022"
Haryana,2021-22,Jan-2022,GSTR-1,264802,181626,62803,2021,"Financial Year (Apr - Mar), 2021",202110,"January, 2022"
Uttar Pradesh,2021-22,Jan-2022,GSTR-1,820095,424068,327792,2021,"Financial Year (Apr - Mar), 2021",202110,"January, 2022"
Meghalaya,2021-22,Jan-2022,GSTR-3,15987,9123,3174,2021,"Financial Year (Apr - Mar), 2021",202110,"January, 2022"
Jharkhand,2021-22,Jan-2022,GSTR-1,118862,55093,51205,2021,"Financial Year (Apr - Mar), 2021",202110,"January, 2022"
Uttarakhand,2021-22,Jan-2022,GSTR-1,81291,43366,29296,2021,"Financial Year (Apr - Mar), 2021",202110,"January, 2022"
Assam,2021-22,Jan-2022,GSTR-3,116485,75357,29947,2021,"Financial Year (Apr - Mar), 2021",202110,"January, 2022"
Chandigarh,2021-22,Jan-2022,GSTR-1,15761,12110,3157,2021,"Financial Year (Apr - Mar), 2021",202110,"January, 2022"
Goa,2021-22,Jan-2022,GSTR-1,24471,11256,8087,2021,"Financial Year (Apr - Mar), 2021",202110,"January, 2022"
West Bengal,2021-22,Jan-2022,GSTR-3,357852,272672,62397,2021,"Financial Year (Apr - Mar), 2021",202110,"January, 2022"
Punjab,2021-22,Jan-2022,GSTR-1,161987,118479,30146,2021,"Financial Year (Apr - Mar), 2021",202110,"January, 2022"
Gujarat,2021-22,Jan-2022,GSTR-1,571074,459519,96382,2021,"Financial Year (Apr - Mar), 2021",202110,"January, 2022"
Jharkhand,2021-22,Jan-2022,GSTR-3,118862,88940,21545,2021,"Financial Year (Apr - Mar), 2021",202110,"January, 2022"
Himachal Pradesh,2021-22,Jan-2022,GSTR-1,43808,25368,15347,2021,"Financial Year (Apr - Mar), 2021",202110,"January, 2022"
Odisha,2021-22,Jan-2022,GSTR-3,155103,109017,35458,2021,"Financial Year (Apr - Mar), 2021",202110,"January, 2022"
Chhattisgarh,2021-22,Jan-2022,GSTR-3,72827,47034,20486,2021,"Financial Year (Apr - Mar), 2021",202110,"January, 2022"
Odisha,2021-22,Jan-2022,GSTR-1,155103,60860,75127,2021,"Financial Year (Apr - Mar), 2021",202110,"January, 2022"
Jammu and Kashmir,2021-22,Jan-2022,GSTR-1,63719,28448,29196,2021,"Financial Year (Apr - Mar), 2021",202110,"January, 2022"
Lakshadweep,2021-22,Jan-2022,GSTR-1,174,89,66,2021,"Financial Year (Apr - Mar), 2021",202110,"January, 2022"
Bihar,2021-22,Jan-2022,GSTR-1,265429,81804,130018,2021,"Financial Year (Apr - Mar), 2021",202110,"January, 2022"
Madhya Pradesh,2021-22,Jan-2022,GSTR-3,187080,139372,41757,2021,"Financial Year (Apr - Mar), 2021",202110,"January, 2022"
Rajasthan,2021-22,Jan-2022,GSTR-3,270996,203750,57277,2021,"Financial Year (Apr - Mar), 2021",202110,"January, 2022"
Andhra Pradesh,2021-22,Jan-2022,GSTR-1,248547,126007,96857,2021,"Financial Year (Apr - Mar), 2021",202110,"January, 2022"
Nagaland,2021-22,Jan-2022,GSTR-1,5943,1869,3113,2021,"Financial Year (Apr - Mar), 2021",202110,"January, 2022"
Gujarat,2021-22,Jan-2022,GSTR-3,571074,471193,88883,2021,"Financial Year (Apr - Mar), 2021",202110,"January, 2022"
Dadra and Nagar Haveli,2021-22,Jan-2022,GSTR-1,11396,8263,2515,2021,"Financial Year (Apr - Mar), 2021",202110,"January, 2022"
Manipur,2021-22,Jan-2022,GSTR-1,8848,1963,4426,2021,"Financial Year (Apr - Mar), 2021",202110,"January, 2022"
Daman and Diu,2021-22,Jan-2022,GSTR-3,,,,2021,"Financial Year (Apr - Mar), 2021",202110,"January, 2022"
Assam,2021-22,Jan-2022,GSTR-1,116485,42837,55686,2021,"Financial Year (Apr - Mar), 2021",202110,"January, 2022"
Andaman and Nicobar Islands,2021-22,Jan-2022,GSTR-1,3256,1290,1673,2021,"Financial Year (Apr - Mar), 2021",202110,"January, 2022"
West Bengal,2021-22,Jan-2022,GSTR-1,357852,186563,136123,2021,"Financial Year (Apr - Mar), 2021",202110,"January, 2022"
Dadra and Nagar Haveli,2021-22,Jan-2022,GSTR-3,11396,8375,2455,2021,"Financial Year (Apr - Mar), 2021",202110,"January, 2022"
Mizoram,2021-22,Jan-2022,GSTR-1,6017,1230,3364,2021,"Financial Year (Apr - Mar), 2021",202110,"January, 2022"
Kerala,2021-22,Jan-2022,GSTR-1,267796,161900,85469,2021,"Financial Year (Apr - Mar), 2021",202110,"January, 2022"
Madhya Pradesh,2021-22,Jan-2022,GSTR-1,187080,97991,74237,2021,"Financial Year (Apr - Mar), 2021",202110,"January, 2022"
Maharashtra,2021-22,Jan-2022,GSTR-3,783108,550597,192425,2021,"Financial Year (Apr - Mar), 2021",202110,"January, 2022"
Tripura,2021-22,Jan-2022,GSTR-1,18472,9061,7015,2021,"Financial Year (Apr - Mar), 2021",202110,"January, 2022"
Karnataka,2021-22,Jan-2022,GSTR-3,633338,474986,120312,2021,"Financial Year (Apr - Mar), 2021",202110,"January, 2022"
Sikkim,2021-22,Jan-2022,GSTR-1,5837,2235,2275,2021,"Financial Year (Apr - Mar), 2021",202110,"January, 2022"
Meghalaya,2021-22,Jan-2022,GSTR-1,15987,4188,6328,2021,"Financial Year (Apr - Mar), 2021",202110,"January, 2022"
Lakshadweep,2021-22,Jan-2022,GSTR-3,174,111,50,2021,"Financial Year (Apr - Mar), 2021",202110,"January, 2022"
Andhra Pradesh,2021-22,Jan-2022,GSTR-3,248547,175653,52563,2021,"Financial Year (Apr - Mar), 2021",202110,"January, 2022"
Uttar Pradesh,2021-22,Jan-2022,GSTR-3,820095,632027,150120,2021,"Financial Year (Apr - Mar), 2021",202110,"January, 2022"
Arunachal Pradesh,2021-22,Jul-2021,GSTR-3,10237,4286,3242,2021,"Financial Year (Apr - Mar), 2021",202104,"July, 2021"
Ladakh,2021-22,Jul-2021,GSTR-3,2092,1143,818,2021,"Financial Year (Apr - Mar), 2021",202104,"July, 2021"
Delhi,2021-22,Jul-2021,GSTR-3,403668,282597,89727,2021,"Financial Year (Apr - Mar), 2021",202104,"July, 2021"
Rajasthan,2021-22,Jul-2021,GSTR-3,261213,187758,68155,2021,"Financial Year (Apr - Mar), 2021",202104,"July, 2021"
Uttar Pradesh,2021-22,Jul-2021,GSTR-3,775495,572029,180568,2021,"Financial Year (Apr - Mar), 2021",202104,"July, 2021"
Maharashtra,2021-22,Jul-2021,GSTR-1,758000,368186,338587,2021,"Financial Year (Apr - Mar), 2021",202104,"July, 2021"
Bihar,2021-22,Jul-2021,GSTR-3,254467,160711,65959,2021,"Financial Year (Apr - Mar), 2021",202104,"July, 2021"
Rajasthan,2021-22,Jul-2021,GSTR-1,261213,133794,116620,2021,"Financial Year (Apr - Mar), 2021",202104,"July, 2021"
Sikkim,2021-22,Jul-2021,GSTR-3,5619,3218,1448,2021,"Financial Year (Apr - Mar), 2021",202104,"July, 2021"
Daman and Diu,2021-22,Jul-2021,GSTR-1,0,0,0,2021,"Financial Year (Apr - Mar), 2021",202104,"July, 2021"
Nagaland,2021-22,Jul-2021,GSTR-3,5966,3273,1752,2021,"Financial Year (Apr - Mar), 2021",202104,"July, 2021"
Manipur,2021-22,Jul-2021,GSTR-3,9575,4031,3150,2021,"Financial Year (Apr - Mar), 2021",202104,"July, 2021"
Telangana,2021-22,Jul-2021,GSTR-1,322476,115229,152188,2021,"Financial Year (Apr - Mar), 2021",202104,"July, 2021"
Karnataka,2021-22,Jul-2021,GSTR-1,601605,261644,287158,2021,"Financial Year (Apr - Mar), 2021",202104,"July, 2021"
Mizoram,2021-22,Jul-2021,GSTR-3,5878,3216,1403,2021,"Financial Year (Apr - Mar), 2021",202104,"July, 2021"
Tripura,2021-22,Jul-2021,GSTR-3,18343,12473,3873,2021,"Financial Year (Apr - Mar), 2021",202104,"July, 2021"
Uttar Pradesh,2021-22,Jul-2021,GSTR-1,775495,320714,400351,2021,"Financial Year (Apr - Mar), 2021",202104,"July, 2021"
Meghalaya,2021-22,Jul-2021,GSTR-3,16475,8583,4151,2021,"Financial Year (Apr - Mar), 2021",202104,"July, 2021"
Assam,2021-22,Jul-2021,GSTR-3,113087,65128,37814,2021,"Financial Year (Apr - Mar), 2021",202104,"July, 2021"
Goa,2021-22,Jul-2021,GSTR-1,24050,9261,10227,2021,"Financial Year (Apr - Mar), 2021",202104,"July, 2021"
Gujarat,2021-22,Jul-2021,GSTR-1,563773,398665,148298,2021,"Financial Year (Apr - Mar), 2021",202104,"July, 2021"
West Bengal,2021-22,Jul-2021,GSTR-3,379798,246539,80897,2021,"Financial Year (Apr - Mar), 2021",202104,"July, 2021"
Jharkhand,2021-22,Jul-2021,GSTR-3,111838,77822,28359,2021,"Financial Year (Apr - Mar), 2021",202104,"July, 2021"
West Bengal,2021-22,Jul-2021,GSTR-1,379798,147750,165520,2021,"Financial Year (Apr - Mar), 2021",202104,"July, 2021"
Odisha,2021-22,Jul-2021,GSTR-3,151431,99495,42556,2021,"Financial Year (Apr - Mar), 2021",202104,"July, 2021"
Chhattisgarh,2021-22,Jul-2021,GSTR-3,72813,42853,25752,2021,"Financial Year (Apr - Mar), 2021",202104,"July, 2021"
Madhya Pradesh,2021-22,Jul-2021,GSTR-3,184231,126062,53309,2021,"Financial Year (Apr - Mar), 2021",202104,"July, 2021"
Bihar,2021-22,Jul-2021,GSTR-1,254467,58512,150260,2021,"Financial Year (Apr - Mar), 2021",202104,"July, 2021"
Lakshadweep,2021-22,Jul-2021,GSTR-1,197,56,100,2021,"Financial Year (Apr - Mar), 2021",202104,"July, 2021"
Gujarat,2021-22,Jul-2021,GSTR-3,563773,448580,102332,2021,"Financial Year (Apr - Mar), 2021",202104,"July, 2021"
Daman and Diu,2021-22,Jul-2021,GSTR-3,,,,2021,"Financial Year (Apr - Mar), 2021",202104,"July, 2021"
Andhra Pradesh,2021-22,Jul-2021,GSTR-1,242899,108440,107966,2021,"Financial Year (Apr - Mar), 2021",202104,"July, 2021"
Madhya Pradesh,2021-22,Jul-2021,GSTR-1,184231,63507,106386,2021,"Financial Year (Apr - Mar), 2021",202104,"July, 2021"
Dadra and Nagar Haveli,2021-22,Jul-2021,GSTR-3,11094,7766,2825,2021,"Financial Year (Apr - Mar), 2021",202104,"July, 2021"
Maharashtra,2021-22,Jul-2021,GSTR-3,758000,501172,225729,2021,"Financial Year (Apr - Mar), 2021",202104,"July, 2021"
Kerala,2021-22,Jul-2021,GSTR-1,257348,120458,119114,2021,"Financial Year (Apr - Mar), 2021",202104,"July, 2021"
Karnataka,2021-22,Jul-2021,GSTR-3,601605,429186,141826,2021,"Financial Year (Apr - Mar), 2021",202104,"July, 2021"
Goa,2021-22,Jul-2021,GSTR-3,24050,13291,6643,2021,"Financial Year (Apr - Mar), 2021",202104,"July, 2021"
Sikkim,2021-22,Jul-2021,GSTR-1,5619,1644,2807,2021,"Financial Year (Apr - Mar), 2021",202104,"July, 2021"
Lakshadweep,2021-22,Jul-2021,GSTR-3,197,113,56,2021,"Financial Year (Apr - Mar), 2021",202104,"July, 2021"
Kerala,2021-22,Jul-2021,GSTR-3,257348,168699,75462,2021,"Financial Year (Apr - Mar), 2021",202104,"July, 2021"
Tamil Nadu,2021-22,Jul-2021,GSTR-1,822173,406720,365182,2021,"Financial Year (Apr - Mar), 2021",202104,"July, 2021"
Tamil Nadu,2021-22,Jul-2021,GSTR-3,822173,619559,169056,2021,"Financial Year (Apr - Mar), 2021",202104,"July, 2021"
Puducherry,2021-22,Jul-2021,GSTR-3,17743,12264,4158,2021,"Financial Year (Apr - Mar), 2021",202104,"July, 2021"
Chhattisgarh,2021-22,Jul-2021,GSTR-1,72813,24169,40942,2021,"Financial Year (Apr - Mar), 2021",202104,"July, 2021"
Andaman and Nicobar Islands,2021-22,Jul-2021,GSTR-3,3295,1697,1278,2021,"Financial Year (Apr - Mar), 2021",202104,"July, 2021"
Ladakh,2021-22,Jul-2021,GSTR-1,2092,369,1221,2021,"Financial Year (Apr - Mar), 2021",202104,"July, 2021"
Telangana,2021-22,Jul-2021,GSTR-3,322476,197550,83367,2021,"Financial Year (Apr - Mar), 2021",202104,"July, 2021"
Arunachal Pradesh,2021-22,Jul-2021,GSTR-1,10237,1672,5392,2021,"Financial Year (Apr - Mar), 2021",202104,"July, 2021"
Andhra Pradesh,2021-22,Jul-2021,GSTR-3,242899,164575,57826,2021,"Financial Year (Apr - Mar), 2021",202104,"July, 2021"
Meghalaya,2021-22,Jul-2021,GSTR-1,16475,2852,7897,2021,"Financial Year (Apr - Mar), 2021",202104,"July, 2021"
Tripura,2021-22,Jul-2021,GSTR-1,18343,6656,9104,2021,"Financial Year (Apr - Mar), 2021",202104,"July, 2021"
Mizoram,2021-22,Jul-2021,GSTR-1,5878,1035,3374,2021,"Financial Year (Apr - Mar), 2021",202104,"July, 2021"
Assam,2021-22,Jul-2021,GSTR-1,113087,28698,67577,2021,"Financial Year (Apr - Mar), 2021",202104,"July, 2021"
Puducherry,2021-22,Jul-2021,GSTR-1,17743,7664,8350,2021,"Financial Year (Apr - Mar), 2021",202104,"July, 2021"
Manipur,2021-22,Jul-2021,GSTR-1,9575,1408,4924,2021,"Financial Year (Apr - Mar), 2021",202104,"July, 2021"
Odisha,2021-22,Jul-2021,GSTR-1,151431,41423,90615,2021,"Financial Year (Apr - Mar), 2021",202104,"July, 2021"
Nagaland,2021-22,Jul-2021,GSTR-1,5966,1365,3419,2021,"Financial Year (Apr - Mar), 2021",202104,"July, 2021"
Jammu and Kashmir,2021-22,Jul-2021,GSTR-1,56418,18771,34283,2021,"Financial Year (Apr - Mar), 2021",202104,"July, 2021"
Himachal Pradesh,2021-22,Jul-2021,GSTR-1,44191,20596,20222,2021,"Financial Year (Apr - Mar), 2021",202104,"July, 2021"
Punjab,2021-22,Jul-2021,GSTR-1,159828,105723,42215,2021,"Financial Year (Apr - Mar), 2021",202104,"July, 2021"
Chandigarh,2021-22,Jul-2021,GSTR-1,15442,10582,4452,2021,"Financial Year (Apr - Mar), 2021",202104,"July, 2021"
Uttarakhand,2021-22,Jul-2021,GSTR-1,78838,32096,38916,2021,"Financial Year (Apr - Mar), 2021",202104,"July, 2021"
Jharkhand,2021-22,Jul-2021,GSTR-1,111838,42149,59784,2021,"Financial Year (Apr - Mar), 2021",202104,"July, 2021"
Haryana,2021-22,Jul-2021,GSTR-1,256617,145390,92509,2021,"Financial Year (Apr - Mar), 2021",202104,"July, 2021"
Punjab,2021-22,Jul-2021,GSTR-3,159828,123198,26956,2021,"Financial Year (Apr - Mar), 2021",202104,"July, 2021"
Himachal Pradesh,2021-22,Jul-2021,GSTR-3,44191,31396,10501,2021,"Financial Year (Apr - Mar), 2021",202104,"July, 2021"
Jammu and Kashmir,2021-22,Jul-2021,GSTR-3,56418,42435,15650,2021,"Financial Year (Apr - Mar), 2021",202104,"July, 2021"
Chandigarh,2021-22,Jul-2021,GSTR-3,15442,12336,2863,2021,"Financial Year (Apr - Mar), 2021",202104,"July, 2021"
Delhi,2021-22,Jul-2021,GSTR-1,403668,229701,137473,2021,"Financial Year (Apr - Mar), 2021",202104,"July, 2021"
Uttarakhand,2021-22,Jul-2021,GSTR-3,78838,52549,21417,2021,"Financial Year (Apr - Mar), 2021",202104,"July, 2021"
Andaman and Nicobar Islands,2021-22,Jul-2021,GSTR-1,3295,921,1976,2021,"Financial Year (Apr - Mar), 2021",202104,"July, 2021"
Dadra and Nagar Haveli,2021-22,Jul-2021,GSTR-1,11094,7179,3325,2021,"Financial Year (Apr - Mar), 2021",202104,"July, 2021"
Haryana,2021-22,Jul-2021,GSTR-3,256617,181427,59356,2021,"Financial Year (Apr - Mar), 2021",202104,"July, 2021"
Odisha,2021-22,Jun-2021,GSTR-1,249952,57765,163380,2021,"Financial Year (Apr - Mar), 2021",202103,"June, 2021"
Arunachal Pradesh,2021-22,Jun-2021,GSTR-1,12994,1957,7487,2021,"Financial Year (Apr - Mar), 2021",202103,"June, 2021"
Andhra Pradesh,2021-22,Jun-2021,GSTR-3,292586,172338,99584,2021,"Financial Year (Apr - Mar), 2021",202103,"June, 2021"
Lakshadweep,2021-22,Jun-2021,GSTR-3,238,121,92,2021,"Financial Year (Apr - Mar), 2021",202103,"June, 2021"
Meghalaya,2021-22,Jun-2021,GSTR-1,25396,4066,13808,2021,"Financial Year (Apr - Mar), 2021",202103,"June, 2021"
Andaman and Nicobar Islands,2021-22,Jun-2021,GSTR-1,4020,864,2722,2021,"Financial Year (Apr - Mar), 2021",202103,"June, 2021"
Sikkim,2021-22,Jun-2021,GSTR-1,8047,1687,5101,2021,"Financial Year (Apr - Mar), 2021",202103,"June, 2021"
Goa,2021-22,Jun-2021,GSTR-3,35597,18516,12637,2021,"Financial Year (Apr - Mar), 2021",202103,"June, 2021"
Tripura,2021-22,Jun-2021,GSTR-1,25145,7263,15107,2021,"Financial Year (Apr - Mar), 2021",202103,"June, 2021"
Karnataka,2021-22,Jun-2021,GSTR-3,768378,470743,264626,2021,"Financial Year (Apr - Mar), 2021",202103,"June, 2021"
Kerala,2021-22,Jun-2021,GSTR-1,315837,88971,206960,2021,"Financial Year (Apr - Mar), 2021",202103,"June, 2021"
Maharashtra,2021-22,Jun-2021,GSTR-3,1378095,853111,487071,2021,"Financial Year (Apr - Mar), 2021",202103,"June, 2021"
Andhra Pradesh,2021-22,Jun-2021,GSTR-1,292586,114290,149704,2021,"Financial Year (Apr - Mar), 2021",202103,"June, 2021"
Mizoram,2021-22,Jun-2021,GSTR-1,6586,960,4155,2021,"Financial Year (Apr - Mar), 2021",202103,"June, 2021"
Dadra and Nagar Haveli,2021-22,Jun-2021,GSTR-3,13837,8518,4875,2021,"Financial Year (Apr - Mar), 2021",202103,"June, 2021"
Madhya Pradesh,2021-22,Jun-2021,GSTR-1,382231,105870,250723,2021,"Financial Year (Apr - Mar), 2021",202103,"June, 2021"
Daman and Diu,2021-22,Jun-2021,GSTR-3,,,,2021,"Financial Year (Apr - Mar), 2021",202103,"June, 2021"
Rajasthan,2021-22,Jun-2021,GSTR-3,591219,412388,169716,2021,"Financial Year (Apr - Mar), 2021",202103,"June, 2021"
Manipur,2021-22,Jun-2021,GSTR-1,11077,1312,6301,2021,"Financial Year (Apr - Mar), 2021",202103,"June, 2021"
Gujarat,2021-22,Jun-2021,GSTR-3,943614,708019,220312,2021,"Financial Year (Apr - Mar), 2021",202103,"June, 2021"
Assam,2021-22,Jun-2021,GSTR-1,156288,31247,102700,2021,"Financial Year (Apr - Mar), 2021",202103,"June, 2021"
Lakshadweep,2021-22,Jun-2021,GSTR-1,238,62,139,2021,"Financial Year (Apr - Mar), 2021",202103,"June, 2021"
Puducherry,2021-22,Jun-2021,GSTR-1,19854,7137,10791,2021,"Financial Year (Apr - Mar), 2021",202103,"June, 2021"
Nagaland,2021-22,Jun-2021,GSTR-1,7004,1195,4526,2021,"Financial Year (Apr - Mar), 2021",202103,"June, 2021"
Delhi,2021-22,Jun-2021,GSTR-1,718779,376101,293015,2021,"Financial Year (Apr - Mar), 2021",202103,"June, 2021"
Bihar,2021-22,Jun-2021,GSTR-1,387570,77565,248761,2021,"Financial Year (Apr - Mar), 2021",202103,"June, 2021"
Madhya Pradesh,2021-22,Jun-2021,GSTR-3,382231,250560,126488,2021,"Financial Year (Apr - Mar), 2021",202103,"June, 2021"
Delhi,2021-22,Jun-2021,GSTR-3,718779,479679,195088,2021,"Financial Year (Apr - Mar), 2021",202103,"June, 2021"
Jammu and Kashmir,2021-22,Jun-2021,GSTR-1,85686,23258,56891,2021,"Financial Year (Apr - Mar), 2021",202103,"June, 2021"
